Date,Company,Review,sentiment,reason
02/01/2024,British Gas,"Been with BG for around 2 years. I live in a very small 2 bed flat, my neighbours (in almost identical properties and more family members) are paying around Â£90pm for their energy. I am paying Â£261 and advised to go higher! At one point in time I was advised I needed to may Â£500pm!! There is only my son and myself in the house on an evening, both out all day, we are careful with our heating and turning sockets off etc.I have asked BG twice now to send an engineer to check everything is okay with my meters and for the 2nd time they have not shown up to the appointment. So not only have I lost 2 days in wages, they do not seem interested in the slightest to investigate why my costs are so high in comparison to my neighbours and anyone else I know for that matter. I opted for a fixed tariff at around Â£160 per month which has not been honoured and instead changed my payments to Â£261 without my knowledge. So tell me, why are other providers quoting me at Â£74 per month, but you are adamant, British Gas, that i am not even paying a enough with my current direct debit?! Purely taking advantage and making as much profit as you can whilst draining the life out of your customers. I will be going with a different provider, and no, I will not be paying the early exit fees!",-80,"Exorbitant direct debit hike, missed engineer appointments, lack of investigation"
02/01/2024,British Gas,"I rang them to renegociate my contract to a more affordable monthly payment, I got to talk to someone quite quickly and they were very helpful I got a very good deal from them and I am very satisfied.",70,"Quick contact, very helpful renegotiation and satisfactory deal"
02/01/2024,British Gas,"Mother in law has had account switched to their new system. She is now unable to login and the password reset option is not sending her the email to reset. Countless chats, calls and emails and no one is able to help at the British Gas zoo. We are now in the process of switching to Octopus as she is very upset about now receiving letters chasing her for debt for bills she has been trying to pay.Hi James,We did webchat and messaged on twitter with no response.Thanks",-65,"Password reset emails fail, no support from chats or calls"
02/01/2024,British Gas,Literally impossible to get through to a human on the phone! If itâ€™s this difficult to join the company I canâ€™t even imagine the customer service if something goes wrong. Such a bad experience honestly put me off joining.,-60,"Impossible to reach a human, bad experience puts off joining"
02/01/2024,British Gas,"I have switched over to British Gas to their EV deal. After a month the switch still hasnâ€™t completed. The only way to contact them fairly quickly is on the app, thatâ€™s if you go online when it opens otherwise they stop taking enquiries. They tell me my issues are resolved online and their not. I tried ringing and after an hour wait the operator canâ€™t hear me. Twice this happened. I still havenâ€™t been able to contact anyone. Avoid switching to British Gas any issues and it seems impossible to get them resolved",-70,"Month-long EV switch delays, app-only contact, hour-long calls with no resolution"
04/01/2024,British Gas,Easy to do on line no fuss and British Gas kept me informed I know it was only changing tariff but it was so easy.,60,"Easy online process, no-fuss and kept informed"
04/01/2024,British Gas,I had reason to contact British Gas regarding a contract renewal issue.  I spoke to a helpful advisor who quickly resolved the issue!,65,Helpful advisor quickly resolved the issue
04/01/2024,British Gas,"Iâ€™ve been struggling to pay my bill, I lost my job in april , just got a new part-time job in nov 2023 and Iâ€™m still struggling, what I like about British gas, they understand you, and they have help you. When you care about the customers, it shows what sort of company you are, are your customers then value you. I would recommend them.",50,Empathetic support and recommendation despite financial struggle
04/01/2024,British Gas,"When one manages to get through, the service is excellent.However, their online portal is not very helpful, although answers most questions, but if one's query is complex and you need a human to talk to, then trying to get through is near impossible. Telephone Numbers are not easily available and wait time for me was 28 minutes, which is ridiculous.",-20,Excellent service when reachable but poor portal and long wait times
04/01/2024,British Gas,"I have had nothing but problems since day 1 of being with British Gas, I have made so many calls to set up DDâ€™s which every time I was assured they had been, only to receive a bill, this has now happened for the 3rd time and I have received a bill for almost Â£400, checked my bank and they have only been taking out gas and not electric, even though I have letters to say they had been set up, so called them today waited almost 40;minutes to be answered, only to be cut off half way through AGAIN, so still not resolved, this experience is really taking its toll and I still have the worry of this bill. Tried to call back but automated service would not let me past entering a meter reading. Customer service is non existent, why do they not call customer back to resolve problem, they only have to look at the history of how much trouble I have had to know. Avoid",-85,"Repeated billing errors, long waits and lack of resolution"
04/01/2024,British Gas,Bills are not available and my recent bill is unbelievably incorrect.Chat agents frustratingly struggle to understand my query.Update: Facebook messaging ignored me despite being advised to use this channel. B.Gas are very poor at customer service.,-70,"Incorrect bills, chat confusion and ignored messages indicate poor service"
04/01/2024,British Gas,Very long process to get signed up to Smart import tariff .Given incorrect information sum times.,-40,Lengthy sign-up and multiple misinformation issues
04/01/2024,British Gas,"British Gas,looking after their customers,very happy to support their customers with energy bills and if you need anything else,Iâ€™m very happy with the service.",60,Positive support and satisfaction with service
04/01/2024,British Gas,"I experienced simply terrible customer service. I telephoned and asked for a re-estimation of my power usage (due to there now being less people in the house using power), and a re-evaluation of my monthly fee. Initially, the representative decided that this meant I couldn't afford the bill and asked what I could afford to pay. (I hadn't mentioned any financial hardship, simply that with less people in the house, the power usage would be less, therefore the bill should be lower). Then the representative took the position of ""we can't do that. After 3 months of there being less people in the house, we'll look at it then"".So, I would be paying excess for the next 3 months!They made no attempt to finding a solution, no attempt to try to understand my position.So, on principle I have now swapped to a different power supplier! After this experience I could never recommend British Gas to anyone.Addendum: >As British Gas requested, I forwarded them details of my poor experience, (see their response to this review) but I never heard anything further from them on the matter. However, having paid my final bill in full, and then having cancelled the Direct Debit, I subsequently received an email from British Gas (February 3rd) protesting the closure of the Direct Debit. Poor customer service AND inefficient management of customer accounts. I must reiterate that I could never recommend British Gas to anyone.",-85,"Terrible service, no solution offered and forced to switch supplier"
04/01/2024,British Gas,"I recently changed supplier to British Gas, for both gas and electricity just to be with the same supplier.  I asked for a smart meters, to be installed and wanted to be on pay as you go. British Gas changed us to pay as you go for our electricity but never sent us the top up account number. We ran out of electricity last weekend in the evening we couldnâ€™t speak to anyone to get details to top up it was a nightmare, we sat in the dark, in the cold going through their website trying to find someone who can help the bot thing was not helpful, we finally managed to speak to a human who gave us the account number but the stress was high, it would have been better for British Gas to sort out paperwork and send it to us than putting us through all that stress.  Today we only received the card with our account number.  The date booked for a smart meter installation was not cancelled and no one turned up. Really thinking of switching again this is going to be a difficult company to deal with. Not impressed!!!!!",-70,Missing account info caused blackout stress and no-show appointments
04/01/2024,British Gas,"After a big mess up with utilita taking my daughter over unable to contact them and when you did they was useless spoke with a really friendly advisor who helped and got her switched back over ,really professional and helpful total guidance really reassured us through the process",60,"Friendly, professional advisor provided clear guidance"
04/01/2024,British Gas,"After receiving estimated account, contacted British Gas adviser to explain situation as I'm already on priority list. Help given to get actual reading by their staff in 10/14 days to remedy account.",50,Help obtaining actual reading and resolving account credit
04/01/2024,British Gas,"Telephoned as I was concerned with the amount my electricity account was in credit. Following a clear and comprehensive conversation, with one of the energy team, I arranged a new fixed rate tariff and received a refund of the excess. I was then able to discuss my gas account and arrange a new fixed rate tariff.",60,Clear conversation resulted in refund and new tariffs
04/01/2024,British Gas,The man on the phone did everything in his power to help me out and I thank him for that as he did everything I needed to be done after all over the Christmas period worrying and not been able to settle or think I'm going to be without electricity. So thank you very much,65,"Agent did everything possible, providing reassurance during stressful period"
04/01/2024,British Gas,"Excellent communication today, was let down over meters being put in and it was quickly  resolved with a new date and time that suited my family life.",60,Excellent communication and prompt rescheduling of meter installation
04/01/2024,British Gas,HORRENDOUS EXPERIENCE - Moved to a new property and set up my GAS & Electric Account as they were the default supplier in the new area - They messed up and deactivated my Electricity account & for the life of me couldn't understand why couldn't they simply reactivate it - Multiple hours on Phone & chat only to get transferred from one team to another citing their recent system upgrade or migration - so painful that will be looking to quit and move to some other supplier who can atleast get the basic set-up right. Never going back to BG again.,-80,"Account deactivation errors, long holds and transfers caused major frustration"
04/01/2024,British Gas,"I wanted to give a meter reading, I was put through to the correct department whose member of staff was very attentive, polite and helpful and made giving the readings easy and quick",55,"Attentive, polite staff made meter reading easy and quick"
05/01/2024,British Gas,The staff were knowledgeable and understood my issues and sorted my issues and able to sort out meter readings and update new monitors,55,Knowledgeable staff understood and resolved meter and monitor issues
05/01/2024,British Gas,"Complex problem but agent  HAYLEY was  so good she worked at it and  handled  the other company,  UTILITY WAREHOUSE,  perfectly.  Complete satisfaction  for me  as I  was ill with stress   and in hospital recently  in danger of a stroke  from stress  and as I'm 76  quite ill.   Excellent  Hayley,  hang onto her and give her a raise.",70,Outstanding agent support handled complex issue and reduced stress
05/01/2024,British Gas,Had so many issues with British gas it causes stress. They constantly lie assuring issues with the app not showing usage and costs have been fixed. I then wait a few days for the system to update and by no suprise it's not been fixed. They are a nightmare to get threw to and when you do me or my wife can't understand what there saying and you have to try and de-cypher there language dialect as I don't want to be rude asking to speak with someone else. I could go on but I'm sure others agree. Not so British gas. I would advise to get your energy from another reputable supplier as there customer care/service is not existent and all there care about is your money.,-75,"Persistent app failures, inaccessible support and poor customer care"
03/01/2024,British Gas,"I phoned British Gas on behalf of a friend and got excellent customer service from Rafeeq and I would like him to be commended.  A good friendly voice instead of automation all the time.  I didn't have to wait long to speak to someone.  I rang British Gas to give my friend's latest meter reading.  Rafeeq issued me with my friend's amended customer order number as I had the old one.  Rafeeq was professional, knowledgeable and helpful. Before the call ended, I was asked if there was anything else he could help me with.  We both have been with British Gas for years and always had good service when needed.",90,"Praises excellent, friendly service from Rafeeq, highlighting professionalism, knowledge and helpfulness."
03/01/2024,British Gas,"Efficient and very helpful operator to revise bill after confusing set of  meter readings , managed to make changes on the spot.",80,"Calls operator efficient and very helpful, resolved billing confusion on the spot."
03/01/2024,British Gas,My daughter as been waiting 2 months for a smart meter was booked in today 8.till 12 didn't turn up my daughter is not happy didn't even contact her,-60,No-show for smart meter appointment after two-month wait and no contact.
04/01/2024,British Gas,"In September 23 sent british gas my meter reading of 12210 , but then they decided to estimate it and put a reading of 13222 on my account next too the reading I had given them , then they decided on Dec 1st 23 they would  estimate it again even though I had sent them another reading , they then sent me a bill for Â£250 for my electricity,  they then switched me over to new billing system which has none of my last meter readings on it telling me that the bill is correct , they worked my bill out on estimates not on facts , I don't use that much electricity because I live on my own and am at work from 3.30am till 04.00 in the afternoon,  the only appliance that runs all day is the fridge , they have a smart meter for my electricity but refuse to take readings from it and I have to send them in , talking for over an hour via Web chat with , still no result,  am now changing supplier , they will probably reply to this about how sorry they are for my bad experience and if I wait for longer on the Web chat they will sort it out , it should have been sorted the 1st time , British gas , thankyou for the stress and the sleepless nights , you are definitely a company that stands out for its poor service",-90,"Repeated estimated readings, incorrect £250 bill, unhelpful web chat, stress and sleepless nights."
04/01/2024,British Gas,"I'm just absolutely gutted about my entire situation. Been with BG for 6 years and always been amazing. Until this year. In May they wanted to put my bill up from Â£92 a month to over Â£550. I called them and the me and the lady in the phone agreed Â£200 a month for the next 6 months until my contract ended. This was after I told her I had a disabled daughter and husband and I simply couldn't afford what they were suggesting. I specifically asked if this would leave me with a large bill and then end and she said no, and that the bills would be manually over written. And they were. So that was great!Until my contract ended in Nov last year. And British Gas decided they wanted to claw all of that back and go back on their word. Â£1500 taken from my bank a week before Christmas with no warning, sending me overdrawn. And a further Â£383 pending. This was after my contract ended. I called twice to be told this was a system error by British Gas but neither could give me a resolution to the problem. I went on live chat 3 times (I have screenshots) to two people saying it was a British Gas error, and one person saying he will investigate and get back to me within 7 days. It's been two weeks and I have heard nothing.Last night's live chat the man was rude and unhelpful and just kept repeating that I owed nearly 2 grand and they also added an extra Â£43 to the already pending Â£383 (This being 6 weeks after leaving them so where did that come from?)I just want clarification on how I suddenly owe so much, someone to comfirm it if is an error and how much I do realistically have outstanding and what the next steps are from here?I have a tint 2 bed house, no way I could owe so much surely? And my phone call was the 20th of May last year, made in the morning, and she confirmed our bill would be settled if I paid the Â£200! I could see on my online account the bills were being over written but now suddenly that's all disappeared off my account!You've made 1 billion in profits in a cost of living crisis by purely being greedy and doing this to people! Disgusting. So glad I have left and gone to Octopus!",-90,"Broken billing promise, unexpected £1500 withdrawal, rude, unhelpful support and no resolution."
04/01/2024,British Gas,"Please stop your vans monopolising the EV charge points at Sarn services on the M4 every morning, You should have charge points installed at he depot,",-40,Vans monopolise EV charge points at services causing inconvenience.
04/01/2024,British Gas,"Absolutely abysmal. BG have been horrendous to deal with from day one. I cannot even go into the depth of the problems weâ€™ve had with them. Opened an ombudsman case after months of further issues, being ignored and messed around by their overseas contact centre and won the ombudsman case and was granted credit. Terrible. Moving suppliers ASAP.",-85,"Describes service as abysmal and horrendous, ombudsman case won, moving suppliers."
04/01/2024,British Gas,service generally good but very expensive and as soon as youuse servcie premiums go up,-20,Notes service quality good but criticises very high and rising premiums.
04/01/2024,British Gas,Very easy to get in touch with. Engineer was out fixing our meter in one hour,75,Highlights easy contact and fast meter repair within one hour.
04/01/2024,British Gas,"British Gas have changed the app, it is a load of rubbish. Should have left it as it was. They have changed my meter reading dates. Without consulting me, now I cannot see all my payments which they have received. Trying to contact them is horrendous, if you try the chat your waiting well over an hour",-75,"App changes are rubbish, missing payment info and extremely long chat wait times."
04/01/2024,British Gas,This employee sorry cant remember her name sounded like Analia went above and beyond trying to get my card to register on her computer but it would not very pleasant girl tried everything,70,Commends employee who went above and beyond to register card and was very pleasant.
04/01/2024,British Gas,"I wanted to sign up for a fixed rate tariff. The person who answered my call was polite, helpful and explained everything carefully.",80,"Calls agent polite, helpful and clear in explaining fixed rate tariff."
04/01/2024,British Gas,"I've been with British Gas in excess of 40 years now. I do understand why people want to shop around in trying to find a cheaper provider but I'm a great believer in ""better the Devil you know than the Devil you don't know"" Most suppliers will probably quote on general consumption details rather than your actual. So, buy British and allow British Gas to reinvest in our future.",50,"Expresses long-term loyalty and trust in BG, valuing reinvestment over cheaper unknown suppliers."
04/01/2024,British Gas,I am not (or ever have been) their customer - but still they send me bills. I have complained to them 6 times. Got an Ombudsman decision against them - and still they send bills.Case handlers have been in touch SIX times - they still  can't fix it.,-70,Complains of persistent unwarranted billing despite multiple complaints and ombudsman ruling.
04/01/2024,British Gas,If you can't have a smart meter because of a poor signal you not able to receive any help or benefits as they advertise on TV with cheaper electric on a Sunday. You are completely left out of any benefits even if you have been a customer for over 9 years.,-60,"Poor signal prevents smart meter use, excluding customers from advertised benefits."
04/01/2024,British Gas,"Still want to give them zero stars. Yesterdays debacle was trying to contact them via Twitter (as suggested by 'Kirst' from BG) - well that got me an automated reply telling me to go on-line! (maybe BG need to realise that not all their customers are on Twitter & Facebook) I thought about looking at previous reviews and found one where another employee from their 'media centre' actually gave out a phone number - brilliant I thought - but of course it was just the usual number that gets you an automated reply then the usual cut-off. I did persevere with it and finally got hold of someone - they cut me off. Tried again and immediately asked to speak to a Manager - after 15 mins on hold I terminated the call. So here's a suggestion if 'Kirst' reads this review again....how about you contacting me? (I know that's a mad far out idea) The supply address for the final account is BD13 1QL, the CRN for Electric ends in 41, the CRN for the Gas ends in 63. You already have my email address. And just to make my position clear - I ain't paying you a penny until you send me a bill (as opposed to a demand for an arbitrary sum)",-80,"Frustration over lack of proper contact channels, cut-offs, arbitrary bill demands."
04/01/2024,British Gas,"What is going on with the billing system. I'm getting lots of different bills and random money is taken from my account.  Once it's sorted out, I will be looking for a new supplier",-70,Confusion over multiple bills and random account debits prompting supplier switch.
04/01/2024,British Gas,Excellent advice on energy efficiency.,65,Commends excellent advice on energy efficiency.
04/01/2024,British Gas,The advisor was very helpful and was able talk me through what I needed to do and put my compliant through regarding new meters without judgement. She was polite and knowledgeable.,80,"Advisor was very helpful, polite and knowledgeable when guiding complaint about new meters."
04/01/2024,British Gas,HORRIBLE UNTRUSTWORTHY COULD NOT CARE LESS OUTFIT.SMART METER NOT WORKING SINCE AUGUST LAST YEAR I HAD TO INFORM THEM ALSO BEEN WAITING OVER 3 YEARS FOR SMART MONITOR.BG HAVE GIVEN ME 3 APPOINTMENTS SINCE AUGUST TO REPLACE THEIR FAULTY METER AND CANCELLED EVERY SINGLE ONE WITH NO EXPLANATION I HAVE MAID FOUR OFFICAL COMPLAINTS THEY HAVE IGNORED EVERY SINGLE ONE FIRST ONE WAITED 3 MONTHS FOR ON NOV 6 THEY CANCELLED THEN DEC 4 THEY CANCELLED NOW JUST GOT EMAIL THEY HAVE CANCELLED JAN 10 AGAIN NO EXPLANATION.THEY DO AS THEY PLEASE WONT COME OUT EVEN AFTER 6 MONTHS THREE NO SHOWS BY THEM WONT TAKE A COMPLAINT.MY WELFARE RIGHTS OFFICER HAS NOW TOOK UP THE CASE THINK THIS IS GOING TO OBMUDSMAN.SICK VILE COMPANY.A 1294 3883.,-95,"Caps-locked anger at multiple cancelled meter appointments, ignored complaints and unhelpful service."
06/01/2024,British Gas,"We switched to British Gas in October to make the most of the electric car tariff. They came and installed a smart meter but weâ€™ve not yet had a bill. Iâ€™ve contacted numerous times and have been told different things by different advisors (when you actually get through). Iâ€™ve been told that theyâ€™re transferring systems and they havenâ€™t registered the meter yet; I have lower readings now that when I joined; I do have a smart meter; I donâ€™t have a smart meter; we know how much energy youâ€™re using on the low tariff; we donâ€™t know how much youâ€™re using and itâ€™ll all be at the standard rate. No one can give me a direct answer and I have no idea when it will be sorted. Iâ€™m meant to hear about the outcome of the first part of my complaint today but have not heard anything yet. One person told me I would get compensation, the other said I may get it! Iâ€™m moving back to Octopus Energy where customer service was excellent. Avoid British Gas at all costs. They donâ€™t seem to have any idea of what theyâ€™re doing!",-90,"Multiple conflicting answers, no bill or resolution, ‘avoid British Gas at all costs’"
06/01/2024,British Gas,"No instant updates of balance after entering meter readings. (an essential necessity for people in the current cost of living crisis) In comparison to previous energy suppliers, Very Poor!",-60,Lack of instant balance updates deemed ‘Very Poor’
06/01/2024,British Gas,"At long last BG has improved it's customer service which was long overdue.  Whilst there is still a wait to answer calls, it's better than before.  Without asking for it, on a previous call with them, they have gone through various questions and because of that have put us on a  priority register and also allowed a second authorised name to be added to the account.  Our change of tariff was dealt with quickly within minutes of our request.  So far, so good!  The improvements (in customer service) are good and hopefully can only get better as they have been needed for years.",60,"Acknowledges improved customer service, quick tariff change, priority register"
06/01/2024,British Gas,"I signed up for EV tariff only to be put on the wrong tariff (higher obviously)apparently thereâ€™s nothing they can do I have to go through complaints.I canâ€™t contact them they have to get in touch with me,itâ€™s now been over 5 months of paying the higher rate and I just keep being told to wait for them to ring me.avoid this company and go with octopus.",-80,"Wrong tariff for 5 months, no contact, told to ‘avoid this company’"
06/01/2024,British Gas,"Got a phone call from what they said was British Gas, presumably from a call centre to get customers. I had been looking art energy supply co,s so they latched on. Got the usual questions, and I asked him to send an email with their tariffs, as soon as I said that all I got was ""see you mate"" and he put phone down. Presumably he wanted a yes straight off, no thanks British Gas, treat potential customers with a bit of respect!",-50,"Agent hung up with ‘see you mate’, rude treatment of potential customer"
06/01/2024,British Gas,"I have made a complaint to British Gas  and all I got ""we shall email you back within 21 days"". Two months later , I have given up as theca centre doesn't understand what I am complaining about. All I needed was a appointment to install a smart gas meter",-70,"Complaint unresolved after two months, no appointment for smart meter"
06/01/2024,British Gas,I have just recently joined and so far I am happy with the service. Easy to use app and have used the app to book for a installation for a smart metre.,50,Happy with easy-to-use app and successful smart meter booking
07/01/2024,British Gas,"**I strongly advise against choosing British Gas.**My experience with British Gas has been nothing short of disastrous. Their customer service is appalling, with agents often proving to be unhelpful and dismissive. The company's billing practices are questionable, with exorbitant charges that seem unjustified.In short, British Gas is a company to avoid. Their poor service and questionable business practices make them a serious contender for the worst energy supplier.If you're experiencing issues with British Gas, consider contacting **Ofgem**,  **Trading Standards**, or the **Citizens Advice Bureau** for further assistance.(07/01/2024)Update and reply to Sukhi's message...I will not be contacting British Gas. The matter has been escalated to the appropriate authorities, and I will not waste my time engaging with your company.",-90,"Describes service as ‘disastrous’, ‘appalling’, ‘exorbitant charges’"
07/01/2024,British Gas,After moving to my new home which was supplied by you I changed my supplier. You are now asking for payment of the bill from the last person to live here. After numerous phone calls and getting no where with you you are now threatening me with bailiffs coming to my door. I have a terminal illness and can't cope with all this stress. You have done nothing to help me you just keep threatening me.,-80,"Wrong billing for previous occupant, threats of bailiffs, no support"
07/01/2024,British Gas,called last as our payg meter couldn't be topped up. was told engineer out 8-10 today. rang at 11 as no engineer and told they'd cancelled as we had gas. been last 24 hours no heating .. switched the heating on less than 5 mins we have no gas. freezing can't cook. what a waste of time..also upsetting the fact that after 11 years of trying to change the name in the account they still have my husbands late wife's name on the account! useless is too much of a good description of them,-85,"No gas for 24 h, frozen, incorrect cancellation, account still in late wife’s name"
07/01/2024,British Gas,Happy to take money! Can't or won't transfer funds between Gas to Electric account. Refused to refund me even though the money just needs to go from Elect / Gas.2 hours of my life wasted with no further forward.,-70,"Unable to transfer funds between accounts, two hours wasted"
07/01/2024,British Gas,"My British Gas (Electric & Gas) Smart meter has not worked correctly for over a year. Contacted BG several times about it and they say they are aware of the problem. For over six months now my meter readings have been estimates and now the bill I received today has completed altered my DD amounts for Gas and Electricity based on estimated (their word for 'made up')meter readings which is ridiculous. I am seriously thinking about cancelling my DD's and asking them to bill me what I actually owe them, at least that way they will either fix the defective smart meters or send someone around to read the meters.Thanks for the reply British Gas but I do not use Twitter/x or Facebook. I just use normal communication routes.So I am trying to talk to someone via live chat, I am currently number 130 in the queue. Can I change my review to zero stars?21st March 2024 Update: I left British Gas and joined E.on a month ago. Excellent service from E.on who have said they will change my smart meters for working ones.Still waiting for my final bills for gas and electric from British Gas, so someone there hasn't got around to clicking a button yet to send them, so I need to put some money aside for two bills that may arrive at some point this year (hopefully).",-85,"Smart meter failed for over a year, estimated billing, long queue, left company"
07/01/2024,British Gas,"Don't know what service you are requesting experience of, the home service which was just a renewal and too expensive for us pensioners or the request to replace the smart meter which was an absolute disaster and I would love to give you a review of that",-40,"Unclear service request, smart meter replacement described as ‘absolute disaster’"
08/01/2024,British Gas,Had a callout on 6th Dec for my Gas meter the engineer who attended was very helpful and convinced me that he would re-book me a new appointment to have my smart meters installed - he called me and said he had arranged for them tobe installed on 10th January from 2pm - I sent him a message today saying I've received no confirmation from British Gas he has now told me the appointment did not go through so they will not be attending on 10th January - this was my 4th attempt to get my smart meters installed I have not received any apology or compensation (loss of earnings) from British Gas they are an absolute joke.Natalie I will not be calling you or contacting you on social media I have tried this many times in the past your Customer Service is useless.I will continue to write Bad Reviews,-80,"Fourth failed smart meter appointment, no apology or compensation"
08/01/2024,British Gas,"tried to close an account as sold house but an absolute nightmare , stay clear of them.thanks for reply british gas...live chatted friday ...took 30 minutes for someone to be avialable and still couldnt close the accout.live chatted today (8th) ,took same time and still not had confirmation of closure ....",-75,"Nightmare closing account, long live-chat waits, no closure confirmation"
08/01/2024,British Gas,"Needed to change a start meter installation, the first advisor did not warm transfer, the second advisor was super helpful, but the phone line disconnected 3 tines! Thankfully, the 2nd advisor called me back each time - the advisor gets 5 stars, but the experience only gets 3. British gas need to sort the phone line issues!Based on this week's experience I have now changed my review to 1 star. Your customer service is truly shocking.",-50,"Frequent call drops despite helpful advisor, customer service ‘shocking’"
08/01/2024,British Gas,"impossible to speak to anyone - i have multiple accounts that have been 'muddled' with their new software and billing system - there is no contact number on website snd ive waste ages going round in circles trying to sort out a simple problem, still without success!How can a business of this size be so remote from their customers!?",-80,"Impossible to contact, accounts muddled, no customer access"
08/01/2024,British Gas,Billing greatBut no smart meter working re gas supply.Electric ok,10,Billing good but gas smart meter still not working
08/01/2024,British Gas,I recognised a larger than usual figure on my account for gas.  When I phoned British Gas I spoke to a very nice girl called Laura who understood immediately that there had been a wrong calculation and recalculated my direct debit accordingly.,60,Agent Laura quickly corrected a billing error and adjusted DD
08/01/2024,British Gas,"Needed confirmation as credit not showing up,haven't got a monitor.Used chat when joined queue was 38th in line!Took over 30 minutes to be told,online might not show up,check your monitor - was never given one when meter fitted .Far too long waiting for an agent.",-60,"Over 30 min chat wait, no monitor provided, poor support"
